name,id,minutes,ingredients,steps,category
authentic new mexico green chile stew,277862,165,"['green chilies', 'pork shoulder', 'vegetable oil', 'onion', 'minced garlic cloves', 'jalapeno', 'chicken broth', 'beer', 'oregano', 'salt', 'pepper', 'bay leaves', 'cumin', 'diced tomatoes', 'potatoes', 'butter', 'flour']","[""broil green chiles in the oven turning often to evenly darken skin making sure they don't burn"", 'remove from oven and cover with a dish cloth for 10 minutes to steam the skins off', 'while the chiles are resting , cube the meat , sprinkle with salt & pepper and brown with onions & garlic in oil in a large pot for 5 minutes', 'add jalepeno , broth , half a can of beer , spices', 'bring to a simmer', 'let simmer for 1 hour', 'peel skin from chiles , chop and add to the pot', 'let simmer for 30 minutes then add the tomatoes & potatoes', 'simmer until potatoes are done', 'melt butter in a small skillet & add flour , cook for 2 minutes stirring constantly -- add to the pot']",vegetable
authentic northern italian meatballs,320795,45,"['fat-free chicken broth', 'yellow onion', 'garlic cloves', 'flat-leaf italian parsley', 'lean ground beef', 'ground lean pork', 'lean ground veal', 'panko breadcrumbs', 'egg whites', 'parmigiano-reggiano cheese', 'red pepper flakes', 'salt', 'marinara sauce', 'extra virgin olive oil']","['place the chicken stock , onion , garlic and parsley in a blender of food processor and puree', 'in a large bowl , combine the pureed stock mix , meat , bread crumbs , eggs , parmigiano-reggiano , red pepper flakes and salt', 'combine with both hands until mixture is uniform', 'do not over mix', 'heat oven to 375 degrees', 'put a little olive oil on your hands and form mixture into balls about the size of golf balls', 'if you prefer bigger or smaller , it will only affect the browning time', 'place 2 teaspoons of extra virgin olive oil a baking sheet', 'add the meatballs to the pan', 'place the meatballs in the oven and bake for 20-25 minutes', 'while the meatballs are browning , heat the marinara sauce in a stockpot over medium heat', 'transfer the baked meatballs to the marinara sauce', 'stir gently', 'simmer for 5 minutes or until meatballs are cooked through', 'serve with a little extra parmigiano-reggiano sprinkled on top', 'serve alone over spaghetti', 'freezing instructions: no matter what method of packing you decide to use , it is important once they have completely cooled , to place the meatballs on a baking sheet and freeze them before packing', 'you want the meatballs to be independent from one another for ease when you want to use them', 'if you have a vacuum sealer at home , please proceed packing the meatballs according to the manufacturers directions', 'if not , place the meatballs in airtight containers or freezer bags', ""you can pack the meatballs with the marinara sauce after you've frozen them , or you can pack the marinara separate from the meatballs"", 'serving suggestions: please see photo gallery for all the different ways i have served these meatballs']",vegetable
authentic olive garden lemon cream cake,215138,165,"['eggs', 'sugar', 'cake flour', 'baking powder', 'salt', 'lemon juice', 'flour', 'milk', 'lemon extract']","['for the cake , dust a 9 inch spring form pan with flour', 'preheat oven to 325 degrees - same for a convection oven', 'sift flour , baking powder , and salt together', 'beat egg yolks until thick and light', 'blend sugar into egg yolks gradually until fully combined', 'blend in lemon juice to egg yolks', 'beat egg whites until just stiff', 'gently fold half of the egg whites into the egg yolks until just incorporated', 'fold in half of flour mixture into egg yolks', 'repeat with remaining egg whites , then remaining flour mixture', 'fold gently', 'do not beat , whip , or stir harshly', 'pour batter into cake pan and bake for 45 minutes or until cake is firm and springs back when touched', 'place cake pan on rack and allow to cool to room temp , about 2 hours', 'once completely cooled , slice into two sections of equal thickness', 'reserve crumbs from cake pan and brush some from the cut slices of cake for topping', 'return bottom section to the spring form pan and re-secure rim', 'lemon cream filling: while cake is baking , combine the egg yolks , sugar , flour , milk , and lemon oil in the top pan of a double boiler- use an electric mixer and beat until smooth , about 6 minutes', 'place pan on top of base pan with boiling water , and whisk for 5 minutes , or until smooth and thick', 'remove from heat and allow to cool for 10 minutes', 'transfer to the fridge for about 15 minutes to cool completely', 'once cooled , fold onto cake bottom in springform pan', 'stack cake top on cream filling', 'combine reserved crumbs with equal amount of confectioners sugar , and dust top of cake', 'return cake to fridge for at least 2 hours to allow cream to set , better if overnight', 'slice and enjoy !']",fruit
authentic pasta sauce,97268,150,"['olive oil', 'pork spareribs', 'onion', 'garlic cloves', 'plum tomatoes', 'tomato paste', 'water', 'salt', 'pepper', 'dry oregano', 'garlic powder', 'fennel seeds']","['brown ribs in oil', 'remove ribs from oil and saute the onions and garlic till transparent', 'add tomatoes and water', ""raise heat and allow sauce to boil , mixing occasionally so bottom doesn't burn"", 'reduce heat and simmer uncovered for 2 hours till meat is falling off the bones', 'enjoy ! : )']",vegetable
authentic polish cucumber salad  mizeria,344693,15,"['cucumbers', 'salt', 'pepper', 'sour cream', 'cider vinegar', 'dill']","['place cucumbers in a medium bowl', 'add salt', 'mix lightly until salt adheres evenly to cucumbers', 'cover and refrigerate for one hour', 'drain juice from limp cucumbers', 'in a small bowl , combine the remainder of the ingredients', 'add to cucumbers , mixing gently', 'cover and refrigerate until ready to serve']",vegetable
authentic pork lo mein   chinese,284271,80,"['pork tenderloin', 'cornstarch', 'sugar', 'soy sauce', 'rice wine', 'fresh ginger', 'mixed mushrooms', 'bamboo shoot', 'red bell peppers', 'onion', 'green onions', 'zucchini', 'chicken broth', 'oyster sauce', 'garlic cloves', 'ginger', 'peanut oil', 'chinese egg noodles', 'sesame oil', 'rice vinegar']","['cut pork into thin strips , and then into pieces', 'mix with meat marinade for 30 minutes', 'slice mushrooms , bamboo shoots , red pepper and zucchini into thin strips', 'mix sauce', 'parboil noodles for 3 minutes', 'rinse and drain', 'bring another pot of water to boil , and keep hot', 'heat 2 t', 'oil in wok', 'stir fry all vegetables together for 2-3 minutes', 'sprinkle on a little salt and 1 teaspoons of sugar', 'set aside', 'add 2 t', 'oil , and stir fry pork until done', 'add sauce mixture', 'stir until thickened', 'add the vegetables', 'stir until well mixed', 'put noodles into hot pot of water for 10-15 seconds , just to heat', 'drain', 'put back in pot , and add seasonings to noodles', 'serve meat and vegetables over noodles']",vegetable
authentic puerto rican rice and beans,96710,20,"['red kidney beans', 'adobo seasoning', 'vegetable oil', 'cooked ham', 'garlic powder', 'sazon con azafran seasoning', 'sofrito sauce', 'white rice']","['made by goya brand and can be found in the spanish / latin section of your grocery store cook white rice as instructions on package of rice say to', 'make sure when you are done cooking to let excess water out of rice', 'in saucepan , heat oil on low-medium heat and put in the ham , salted pork , or canadian bacon', 'once it starts to sizzle , add the garlic powder and adobo seasoning', 'then add the sofrito and sazon con azafran seasoning , stir', 'next add red beans', 'mix and serve', '(in puerto rico , it is traditional to serve rice and beans with almost every meal , but mainly with pork chops on the side)', 'enjoy']",vegetable
authentic rag alla bolognese,491444,290,"['extra virgin olive oil', 'butter', 'yellow onion', 'carrots', 'celery ribs', 'garlic cloves', 'pancetta', 'ground meat', 'dry white wine', 'milk', 'san marzano tomatoes', 'beef stock', 'parmigiano-reggiano cheese', 'salt', 'pepper']","['place a 12"" skillet over medium heat and melt butter in the oil', 'add the onion , carrot , celery , and garlic with some salt and cook for 5 minutes , stirring frequently', 'add the pancetta or bacon and cook for 10 minutes , until vegetables are soft', 'increase the heat to high and add meat a third at a time', 'make sure to add meat gradually as this allows the water to evaporate and the meat will brown', 'cook until meat is no longer pink', 'once this happens , set timer for 15 minutes and allow meat to caramelize stirring occasionally', 'it is okay for meat to stick to the bottom of the pan', 'over medium heat , pour the white wine into pan to deglaze', 'scrape all the brown bits at the bottom of the pan', 'add milk , diced tomatoes with liquid , beef stock , 1 tsp of salt and 1 / 4 tsp ground pepper to the pan', 'bring to boil and then put on low and simmer slowly half covered for 4 hours', 'stir occasionally', 'do not allow meat to stick again', 'if starts to stick lower heat and add a small amount of beef stock', 'the sauce should be thick at the end', 'add salt and pepper to taste', 'finish with stirring in parmigiano cheese and butter to ragu']",vegetable
authentic refried beans,67573,260,"['dried pinto bean', 'water', 'bacon grease', 'garlic powder', 'chicken bouillon powder', 'chili powder']","['put beans and water into dutch oven', 'soak at least six hours', 'pour beans into colander and rinse thoroughly', 'add two cups water back into the dutch oven , along with bacon grease , garlic powder , bouillon and chili powder', 'bring to a boil', 'cover and reduce heat , simmering for about four to six hours', 'stir occasionally', ""you'll know when the frijoles are done because they'll be very tender"", 'mash until about only half are left whole']",vegetable
authentic rice pilaf,72448,35,"['butter', 'vermicelli', 'converted rice', 'swanson chicken broth', 'water', 'garlic powder', 'dried parsley']","['melt butter in 2 qt saucepan', 'crumble vermacelli and add to melted butter', 'saute until vermacelli is golden brown', 'add rice , broth , water', 'bring to a boil', 'reduce heat to simmer', 'cover and cook for 25 minutes', 'do not peek !']",vegetable
authentic rigatoni bolognese,295694,70,"['carrots', 'celery ribs', 'white onion', 'olive oil', 'ground beef', 'red wine', 'crushed tomatoes', 'salt', 'pepper', 'rigatoni pasta', 'fresh parsley']","['put the olive oil into a pan', 'add the chopped veggies and saute until the celery softens', 'add ground beef or veal and saute until meat browns', 'add your favorite red wine', 'add the crushed tomatoes , salt and pepper to taste and allow this to simmer over low heat for at least an hour until sauce thickens', 'boil rigatoni in hot , salted water', 'to plate the dish , put the rigatoni in a bowl , pour some sauce on top and garnish with some fresh parsley']",vegetable
authentic salade nicoise,103371,10,"['tomatoes', 'green onion', 'radishes', 'celery', 'basil', 'green pepper', 'hard-boiled egg', 'anchovies', 'tuna', 'salt', 'pepper', 'oil', 'vinegar', 'garlic clove']","['take a plate and rub with the halfed garlic clove', 'arrange the vegetables , egg and anchovies on the plate', 'salt and pepper and sprinkle with olive oil and vinegar', 'if you serve several people , mul', 'according to season the purists allow fresh artichocs and', 'little white beans']",vegetable
authentic salsa,238290,10,"['whole tomatoes', 'onion', 'fresh tomato', 'ground cumin', 'pepper', 'salt', 'fresh cilantro leaves', 'jalapenos', 'habanero']","['follow ingredient instructions to microwave peppers', 'cut ingredients to fit in blender', 'all all ingredients to blender and blend to desired consistency', 'refrigerate leftovers', 'adjust ingredients according to taste or heat desired', 'if too hot , add another tomato']",vegetable
authentic salsa verde  served hot,349392,20,"['jalapeno', 'fresh cilantro', 'garlic', 'onions', 'salt', 'olive oil', 'corn tortillas', 'water']","['in a medium sized saucepan , sweat out jalapenos , garlic and onion , until soft', 'add cilantro , cook until it is wilted', 'add just enough water to cover everything , and simmer about 5 minutes', 'in the meantime , cut the tortillas into small pieces', 'add the tortilla pieces to the simmering mixture , and allow them to simmer another 2-3 minutes', ""transfer to food processor , or blender and blend until puree'd"", 'serve hot']",vegetable
authentic salvadorean pupusas,277468,40,"['red beans', 'onion', 'corn oil', 'salt', 'water', 'mozzarella cheese', 'green bell pepper', 'chile', 'masa corn flour', 'warm water']","['the beans:', 'heat the corn oil in a large soup pan on medium high heat', 'once the oil is heated fry the onion until golden brown', 'while the onions are cooking , place half of the beans and 1 / 2 cup of the reserved bean liquid in a blender and blend for 1 minute', 'once the onion is golden in color , about 4 minutes take the onion out with a slotted spoon', 'carefully stir the beans from the blender into the hot oil', 'turn your heat down to medium low', 'next add the onion and the rest of the beans and reserved 1 / 2 cup cooking liquid into the blender and liquefy for a minute', 'add the beans to the rest of the mixture that is already cooking', 'carefully stir the beans until no oil appears in the beans , about 3 minutes', 'cook on medium stirring about every 5 minutes until the beans have darkened about 3 shades and are the consistency of refried beans in a can', 'the cheese:', 'place the shredded mozzarella , lorocco , and bell pepper in a food processor and process until the bell peppers and lorocco are chopped into tiny pieces and fully incorporated into the cheese', 'next , place the cheese mixture into a plastic bowl and warm the mix in the microwave for no more than 20 seconds', 'next -- and yes this sounds gross , squeeze the cheese mixture with your hands until it becomes like a soft putty consistency', 'set the cheese aside and get ready for the masa', 'the masa:', 'place the masa mix and water in a bowl and stir until fully mixed', 'the masa should be very sticky but should form an easy ball when rolled', 'if not , add water until it is sticky but easy to work with', 'next , place an egg size ball of masa in your hand and press the masa out in one hand to represent a small plate the size of your palm', 'place about a tablespoon of cheese down onto the masa , then a tsp of beans', 'pull the sides of the masa up around the beans and cheese and roll it into a ball', 'next , flatten it a tiny bit with your palms to form a thick disc', 'pat the disc turning it between your hands about 6 times to flatten it more but to keep it in a round shape', 'the pupusa should be a little less than 1 / 2 inch thick', 'place the pupusa on a large oiled non stick surface and cook on medium high until each side is golden brown , around 3 minutes on each side', 'enjoy !']",vegetable
authentic sauerbraten,3739,0,"['rump roast', 'onions', 'peppercorns', 'cloves', 'bay leaf', 'white vinegar', 'water', 'cider vinegar', 'vegetable oil', 'salt', 'gingersnaps', 'sour cream', 'unbleached flour']","['place the beef roast in a deep ceramic or glass bowl', 'add onions , peppercorns , cloves , and bay leaf', 'pour white vinegar and cider vinegar over the meat', 'chill , covered , for 4 days', 'turn meat twice each day', 'remove the meat from the marinade , dry it well with paper towels , and strain the marinade into a bowl', 'reserve onions and 1 cup marinade', 'in a dutch oven brown the meat on all sides in hot vegetable oil', 'sprinkle meat with salt', 'pour boiling water around the meat', 'sprinkle in crushed gingersna ps , and simmer covered for 1 1 / 2 hours', 'turn often', 'add 1 cup of reserved marinade and cook meat 2 hours or more , until tender', 'remove the meat and keep it warm', 'strain the cooking juices into a large saucepan', 'in a small bowl mix sour cream with flour', 'stir it into the cooking juices and cook , stirring , until sauce is thickened and smooth', 'slice meat in 1 / 4 inch slices', 'add to hot gravy', 'arrange meat on a heated plater and pour extra sauce over it']",vegetable
authentic schweinebraten german pork roast bavarian style,446331,195,"['pork roast', 'dijon mustard', 'caraway seed', 'onion powder', 'garlic powder', 'ground paprika', 'celery powder', 'salt', 'pepper', 'olive oil', 'onions', 'carrots', 'leek', 'vegetable broth']","['wash and pat dry roast', 'mix all dry ingredients together and rub onto roast', 'spread a liberal amount of mustard onto roast', 'heat oil in a heavy roasting pan on top of stove and brown carrots and leeks', 'push vegetables aside and brown roast from all sides in the very very hot roasting pan', 'ad onions including the brown skins', 'ad broth and transfer everything to the oven', 'roast covered for 1 1 / 2 hours at 350f', 'uncover , stir onions and veggies', 'turn roast over and roast uncovered for 1 hour (if liquid evaporates a lot , add some more occasionally', 'once roasting time has finished transfer meat to a plate to rest', 'take a basting brush , dip into the hot liquid and scrub all the sides of the roasting pan', 'all the brown stains on the walls of your pan will ad flavor and color to your sauce !', 'strain all the liquid through a fine meshed strainer', 'press solids vigorously with a spoon to press as much liquid through the strainer into a sauce pan and reduce slightly on high heat', 'slice roast into 1 / 2 thick slices and pour gravy liberally over everthing', 'best served with potato dumplings and sauerkraut']",vegetable
authentic shrimp alfredo,173027,25,"['linguine', 'butter', 'garlic cloves', 'fresh parsley', 'baby shrimp', 'salt and pepper', 'heavy cream', 'parmesan cheese']","['saute shrimp , garlic and butter for about 2 minutes in a large skillet', 'add parsley and saute 1 minute', 'add salt and pepper to taste', 'add heavy cream and simmer to reduce for about another minute', 'add cheese and mix well', 'add cooked and well drained linguine to skillet and stir well until combined over very low heat']",vegetable
authentic southern cornbread dressing from dixie,339764,105,"['cornbread', 'green onions', 'yellow onion', 'celery', 'cream of chicken soup', 'cooked sausage', 'fresh sage', 'chicken broth', 'chicken meat', 'salt', 'fresh ground pepper']","['crumble cornbread into large bowl', 'do not use cornbread mix because it has sugar', 'some mixes do not have sugar and those are fine', 'put onions and celery into microwave-safe dish with 1 / 2 cup chicken broth', 'cook vegetables until softened - approx', '6-8 minutes', 'pour vegetables into cornbread bowl', 'add sausage , sage and chicken , if using', ""sometimes it's easiest to use your hands and mix , making sure all the ingredients mix together"", 'stir in cream of chicken soup', 'slowly adding broth as you stir', 'the cornbread will beging to soak up the broth , so let it rest a bit in between adding all the broth', 'the final consisitency should be very soupy', 'add salt and fresh ground pepper to taste', 'refrigerate overnight if you have time - the flavors will meld and create a tastier dressing', 'add more broth as needed if it has thickened', 'it still needs to be soupy or it will be too dry once it is cooked', 'pour into lightly greased 9 x 12 baking dish', 'i usually have enough to fill another 9 x 9 baking dish , as well', 'bake at 375 , covered , removing foil last 10 minutes so it is golden brown on top - usually 45 minute - 1 hour', 'you want it to be very moist even after it is baked so do not overcook']",vegetable
authentic southern fried okra,378981,25,"['fresh okra', 'all-purpose flour', 'cornmeal', 'egg', 'salt', 'pepper', 'lard']","['wash okra and cut into 1 / 2 inch rounds', 'put in a mixing bowl and sprinkle with flour', 'shake it around vigorously to coat evenly , then bounce in a wire strainer to remove all excess', 'final coat should be very light !', 'return to mixing bowl and add beaten egg', 'stir to cover each piece of okra', 'place cornmeal in zipper bag with salt and pepper', 'add okra in 1 cup batches and shake until each piece is coated', 'remove with something that will allow extra cornmeal to fall away', 'put on a plate until all okra is coated', 'fry in 1 / 2 inch lard or oil at 400 degrees or med-high until pieces are golden brown', 'drain on brown paper or a wire rack', 'salt additionally if desired']",vegetable
authentic spanish rice,283497,25,"['long grain white rice', 'garlic cloves', 'vegetable oil', 'onion', 'salsa fresca', 'chicken broth', 'cumin', 'chili powder', 'sea salt', 'pepper']","['in a bowl combine broth , cumin , chili powder , salt & half a can of el pato sauce', 'brown rice , in hot oil , in a large skillet for approximately 5 minutes flipping occasionally', 'add diced onion , minced garlic , saut for 1 minute', 'add seasoned broth , bring to a boil', 'reduce heat to low , cover and simmer for 15 minutes', 'do not check on the rice before the 15 minutes is up , this will allow steam to escape and may make your rice turn out undercooked', 'most of the water will absorb before the 15 minute time limit but keep covered and continue to steam for the entire 15 minutes', 'this will make for perfect rice that isnt crunchy', 'after 15 minutes turn heat off , uncover & flip rice over', 'recover & let sit until everything else is ready', 'you can let the rice sit covered for up to 25 minutes which will cook out most of the moisture & leave perfect fluffy rice']",vegetable
authentic spanish sangria,148073,10,"['red wine', 'white rum', 'whiskey', 'triple sec', 'seltzer water', 'sugar', 'lemon', 'orange']","['this is one reason for the vagueness of the measurements', 'mix the wine with 3 / 4 cup sugar', 'set rest of sugar to the side', 'add liquors and stir', 'slowly add 1 / 2 ltr lime seltzer and stir', 'taste now and add any ingredients to taste', 'there should be a bit of a liquor bite to it , but it should not be overpowering', 'likewise it should be sweet but not send you into a diabetic coma', ""it should also have a decent fizz to it , if it's too thick , add seltzer"", 'just experement', ""once you've got the taste you want , add the slices of fruit"", ""i've found that the sangria i get in america tends to be loaded down with fruit"", ""remember that it's more of a garnish and only adds a bit of flavor"", ""if you need a ton of fruit to get the desired flavor , you haven't got the right mixture"", 'have fun experementing , and enjoy it', ""it's perfect for summer days and bbqs"", 'for another great spanish drink check out my recipe for tinto de verano', 'chau']",fruit
authentic spicy chicken tacos,360762,35,"['corn tortillas', 'boneless skinless chicken breast', 'salt', 'canola oil', 'onion', 'green bell pepper', 'garlic cloves', 'jalapeno pepper', 'ground cumin', 'hot salsa', 'fresh cilantro', 'scallion', 'queso fresco', 'fresh tomato', 'reduced-fat sour cream']","['preheat oven to 300f wrap tortillas in foil and bake until heated through , 10 to 15 minutes', 'meanwhile , season chicken with salt', 'heat 1 teaspoon oil in a large heavy skillet over high heat until very hot', 'add chicken and cook , stirring until browned on all sides , about 6 minutes', 'transfer to a bowl', 'reduce heat to medium and add the remaining 1 teaspoon oil to skillet', 'add onion and cook , stirring , until they start to brown around the edges , 3 to 5 minutes', 'add bell pepper , garlic , jalapeo and cumin', 'cook , stirring , until peppers are bright green but still crisp , 2 to 3 minutes more', 'stir in salsa and reserved chicken', 'cook , stirring , until chicken is heated through , about 2 minutes', 'remove from heat and stir in cilantro', 'spoon into warmed tortillas and garnish with scallions , queso fresco , tomatoes and sour cream']",vegetable
authentic spicy shrimp creole,70692,70,"['shrimp', 'bell peppers', 'tomato paste', 'green onion', 'garlic cloves', 'vegetable oil', 'flour', 'hot pepper sauce', 'boiling water', 'salt and pepper', 'cajun seasoning']","['over medium heat make a roux with the vegetable oil and flour', 'stir continuously until the roux is the color of a paper bag', 'add bell pepper , garlic , green onions and tabasco', 'keep cooking until the veggies get soft', 'add the tomato paste and the water , making sure to mix well', 'add shrimp', 'cover and simmer for about 15 minutes over low heat , making sure to stir every once and a while', 'uncover and cook until desired consistency', 'add salt and pepper to taste and cajun seasoning if desired', 'serve over hot white rice with french bread on the side to soak up the juices']",vegetable
authentic st  louis gooey butter cake,174435,130,"['granulated sugar', 'shortening', 'salt', 'egg', 'dry yeast', 'milk', 'all-purpose flour', 'vanilla extract', 'butter', 'light corn syrup', 'water', 'powdered sugar']","['for dough:', 'in large bowl cream sugar , shortening and salt until light and fluffy', 'add egg and beat well 1 minute until well blended', 'dissolve yeast in the warm milk', 'add flour , then milk-yeast mix and the vanilla to the sugar mixture', 'mix 3 minutes', 'turn dough onto lightly floured board and knead 1 minute', 'place in a lightly greased bowl and cover with a towel', 'set in a warm place to rise for 1 hour', 'than divide dough into 2 equal pieces', 'pat each half into a circle about the size of the cake pan', ""transfer dough to each pan and pat up the sides so the gooey butter doesn't run underneath"", 'prick a few times with a fork to keep from bubbling up during baking', 'for gooey butter:', 'in large bowl , combine sugar , butter and salt', 'add egg and corn syrup', 'mix enough to blend well', 'add the flour , water and vanilla , mixing well', 'divide the gooey butter in 2 equal parts', 'spread over dough in each pan', 'let stand for 20 minutes', 'while cakes are standing , preheat oven to 375 degrees f', 'bake for 20 to 25 minutes , until topping starts to turn golden', 'do not over bake or the topping will not be gooey', 'let cakes cool completely on wire rack', 'sprinkle with powdered sugar if desired', 'serve at room temperature and store uneaten cakes in fridge']",vegetable
authentic style chicken quesadilla,297278,25,"['chicken breasts', 'crushed tomatoes', 'chicken broth', 'salsa', 'canned jalapeno slices', 'cumin', 'garlic powder', 'salt', 'flour tortillas', 'american cheese', 'butter']","['add tomatoes , broth , salsa , jalapeos , cumin , garlic , and salt to a medium size sauce pan and bring to a boil', 'chop chicken into small bite size pieces and add to boiling sauce', 'turn heat immediately down to low- medium and simmer until chicken is cooked through', 'you can simmer for longer if you want more flavor infused into the meat', 'heat 1 / 2 tablespoon of butter into a pan on medium low heat', 'place cheese slice into center of flour tortilla', 'with a slotted spoon pick up chicken pieces and allow the juice to drain out', 'place in center of tortilla and fold close', 'cook tortillas about a minute on each side until golden brown and serve', 'goes well with a guacamole salad']",vegetable
authentic swedish meatballs,367918,50,"['butter', 'onions', 'breadcrumbs', 'milk', 'ground beef', 'ground pork', 'ground veal', 'egg', 'ground allspice', 'salt', 'white pepper', 'pan juices', 'flour', 'cream']","['melt butter in a skillet', 'saute onions in the butter until golden', 'soak the bread crumbs in the milk', 'to the bread mixture , add the meats , egg , onion , allspice , salt , and pepper', 'mix until a smooth texture is achieved', 'chill mix for an hour or so , to firm it up', 'form mix into meatballs , using 1-2 tablespoons of meat per ball', ""if you are making these on a warm day , you might want to chill the formed balls again , so that you don't get flat sides when you fry them"", 'heat a large skillet over medium high heat', 'melt a small amount of butter or oil in the pan', 'add enough meatballs to fill the pan very loosely', 'shake the pan as you fry the balls , to keep the round shape as they cook', 'continue to cook until they are evenly brown on all sides', 'remove each batch to a warm platter in the oven , as you fry the rest', 'if you wish to make the gravy , deglaze the pan with a little water after each batch , and reserve the resulting drippings in a bowl', 'for the gravy:', 'when all of the meatballs have been fried , mix the flour and cream , and add to the reserved pan drippings in the skillet', 'simmer for 10 minutes', 'if the mixture is too thick , add a bit of cream to thin , then taste and season with salt and / or pepper as needed', 'pour gravy over warm meatballs and serve with boiled potatoes and lingonberry sauce']",vegetable
authentic sweet mexican corn bread,482218,60,"['condensed milk', 'white sugar', 'eggs', 'vanilla extract', 'whole kernel corn', 'cream-style corn', 'butter', 'cornmeal', 'flour', 'baking soda', 'salt']","['preheat oven to 350 degrees f', 'grease and flour a 2-quart baking dish', 'whisk sweetened condensed milk , sugar , eggs , and vanilla extract in a large bowl', 'stir in whole kernel corn , cream-style corn , and butter', 'whisk cornmeal , flour , baking soda , and salt in a separate bowl', 'stir cornmeal mixture into the corn mixture', 'pour batter into the prepared baking dish', 'bake until a toothpick inserted into the center of the cornbread comes out clean , about 45 minutes', 'serve warm with soft butter and listen to the ohhhs of joy']",vegetable
authentic tex mexican enchiladas,116046,35,"['corn tortillas', 'american cheese', 'pico de gallo', 'cheese', 'vegetable oil', 'all-purpose flour', 'chili powder', 'ground cumin', 'garlic powder', 'salt', 'pepper', 'water', 'ground beef', 'bay leaf', 'pinto beans']","['make enchilada gravy sauce', 'heat oil in large stockpot', 'add flour and cook until browned , stirring constantly , you are making a roux , do not let it burn', 'stir in chili powder , cumin , garlic , salt and pepper', 'cook roux , stirring constantly , for at least 2-3 minutes', 'if you do not thoroughly cook the roux it will taste like flour mixed with oil', 'gradually add the water , stirring until smooth', 'boil gently for 15 minutes', 'meanwhile make the chili con carne', 'brown the ground beef in a large skillet', 'add the garlic , cumin , bay leaf , salt and pepper', 'cook for 15 minutes , stirring occasionally and adding a little water if the pan becomes dry', 'add the chili powder and 1 cup of water and bring to a simmer', 'simmer for 10 minutes , then remove the bay leaf and add the beans if using', 'meanwhile make the enchiladas', 'preheat oven to 350f', 'soften tortillas , fill with american cheese and roll up', 'place them seam side down in a baking dish and cover with enchilada gravy sauce and chili con carne', 'top with pico de gallo and more cheese to taste', 'heat in oven for 10 minutes or until cheese is melted and enchiladas are heated through']",vegetable
authentic texas chicken fried steak seasoning mix,293239,10,"['table salt', 'garlic powder', 'onion powder', 'black pepper', 'white pepper', 'cayenne pepper', 'paprika', 'ground cumin']","['mix all ingredients together well & store in airtight jar or other container', 'shake well before using', 'to use , simply', 'sprinkle over both sides of steak before proceeding with desired recipe']",vegetable
authentic thai watermelon smoothie,458947,10,"['seedless watermelon', 'ice', 'lime', 'condensed milk']","['combine watermelon , ice , and lime juice , blending until smooth', 'to sweeten , add condensed milk to taste , while blending', 'pour and serve !']",fruit
authentic tomatillo salsa,207777,20,"['tomatillo', 'fresh jalapeno peppers', 'garlic cloves', 'fresh cilantro', 'salt']","[""peel the tomatillo's husk and rinse in water"", 'grill or roast the tomatillos and the peppers until the skins appear burned', 'do not peel the skins', 'in a blender or food processor , combine the garlic , tomatillos and peppers and process until semi-smooth', 'add the cilantro and salt and process for an additional 8 seconds']",vegetable
